X [mm], Y [mm], Z [mm], Heading [degrees], Filename, Grid X, Grid Y, Grid Z
2800, 900, 100, 0, im_024_010_003.png, 23, 9, 2
500, 1000, 100, 0, im_001_011_003.png, 0, 10, 2
600, 1000, 100, 0, im_002_011_003.png, 1, 10, 2
700, 1000, 100, 0, im_003_011_003.png, 2, 10, 2
500, 1100, 100, 0, im_001_012_003.png, 0, 11, 2
600, 1100, 100, 0, im_002_012_003.png, 1, 11, 2
700, 1100, 100, 0, im_003_012_003.png, 2, 11, 2
500, 1200, 100, 0, im_001_013_003.png, 0, 12, 2
600, 1200, 100, 0, im_002_013_003.png, 1, 12, 2
700, 1200, 100, 0, im_003_013_003.png, 2, 12, 2
500, 1300, 100, 0, im_001_014_003.png, 0, 13, 2
600, 1300, 100, 0, im_002_014_003.png, 1, 13, 2
700, 1300, 100, 0, im_003_014_003.png, 2, 13, 2
800, 1300, 100, 0, im_004_014_003.png, 3, 13, 2
2800, 1300, 100, 0, im_024_014_003.png, 23, 13, 2
500, 1400, 100, 0, im_001_015_003.png, 0, 14, 2
600, 1400, 100, 0, im_002_015_003.png, 1, 14, 2
700, 1400, 100, 0, im_003_015_003.png, 2, 14, 2
800, 1400, 100, 0, im_004_015_003.png, 3, 14, 2
2700, 1400, 100, 0, im_023_015_003.png, 22, 14, 2
2800, 1400, 100, 0, im_024_015_003.png, 23, 14, 2
500, 1500, 100, 0, im_001_016_003.png, 0, 15, 2
600, 1500, 100, 0, im_002_016_003.png, 1, 15, 2
700, 1500, 100, 0, im_003_016_003.png, 2, 15, 2
800, 1500, 100, 0, im_004_016_003.png, 3, 15, 2
1900, 1500, 100, 0, im_015_016_003.png, 14, 15, 2
2600, 1500, 100, 0, im_022_016_003.png, 21, 15, 2
2700, 1500, 100, 0, im_023_016_003.png, 22, 15, 2
2800, 1500, 100, 0, im_024_016_003.png, 23, 15, 2
500, 1600, 100, 0, im_001_017_003.png, 0, 16, 2
600, 1600, 100, 0, im_002_017_003.png, 1, 16, 2
700, 1600, 100, 0, im_003_017_003.png, 2, 16, 2
800, 1600, 100, 0, im_004_017_003.png, 3, 16, 2
1900, 1600, 100, 0, im_015_017_003.png, 14, 16, 2
2000, 1600, 100, 0, im_016_017_003.png, 15, 16, 2
2100, 1600, 100, 0, im_017_017_003.png, 16, 16, 2
2500, 1600, 100, 0, im_021_017_003.png, 20, 16, 2
2600, 1600, 100, 0, im_022_017_003.png, 21, 16, 2
2700, 1600, 100, 0, im_023_017_003.png, 22, 16, 2
2800, 1600, 100, 0, im_024_017_003.png, 23, 16, 2
500, 0, 200, 0, im_001_001_004.png, 0, 0, 3
